8.98692886848819,8500
7.28383659325226,9984.19683786275
4.58354365922746,11583.2595760719
1.3995901735307,13270.0334357993
6.25186926421529,14693.2920818011
29.5193671799292,14910.7311751714
45.8307616042038,14825.97386099
66.0322117001269,14917.5382329403
85,14630.9612378246
104.399111468572,14396.5554958207
121.238337405239,14467.5312261741
143.145203475431,14590.7733452624
163.31132014979,14025.6625582605
158.487549543019,13277.5787195458
162.882301975405,11448.4626744129
141.5886757289,11693.8528989775
121.753459864572,11552.8401243122
103.420886870978,11471.6817778575
85,11668.550911979
70.1768276136408,11505.3546496001
69.4971584053999,10032.9639633793
67.8921013093651,8500
66.9305661985953,6973.62277806622
63.9731912599295,5372.20568935979
62.7008101511632,4148.91041624891
62.011118025975,2153.14600893446
66.2582358213999,2320.05001788764
46.3136548252643,2282.80920335719
30.2820153310676,2839.27969860867
11.1606586162052,2577.08083091097
14.2968369463801,4103.71803311635
15.6562314085268,5489.11124364843
6.81805050320381,6914.90300599111
6.11782758592986,8500
